"ABV","IBU","Name","Style","Brewery","City","State","Category"
"736",4.9,5,"Cranberry Blend","Cider","Downeast Cider House","Leominster"," MA","Other"
"737",5.1,7,"Orignal Blend","Cider","Downeast Cider House","Leominster"," MA","Other"
"738",6.6,100,"Hop Abomination","American IPA","Dry Dock Brewing Company","Aurora"," CO","Ale"
"739",5.1,17,"Apricot Blonde","Fruit / Vegetable Beer","Dry Dock Brewing Company","Aurora"," CO","Other"
"740",4.3,12,"Dry Dock Hefeweizen","Hefeweizen","Dry Dock Brewing Company","Aurora"," CO","Traditional Germanic"
"741",5.8,49,"Dry Dock Amber Ale","American Amber / Red Ale","Dry Dock Brewing Company","Aurora"," CO","Ale"
"742",6.1,64,"Category 3 IPA","American IPA","Due South Brewing Company","Boynton Beach"," FL","Ale"
"743",4.5,18,"Dundee Summer Wheat Beer","American Pale Wheat Ale","Dundee Brewing Company","Rochester"," NY","Ale"
"744",5,14,"Pumpkin Patch Ale","Pumpkin Ale","Eddyline Brewery & Restaurant","Buena Vista"," CO","Ale"
"745",7.8,74,"Crank Yanker IPA","American IPA","Eddyline Brewery & Restaurant","Buena Vista"," CO","Ale"
"746",6,45,"River Runners Pale Ale","American Pale Ale (APA)","Eddyline Brewery & Restaurant","Buena Vista"," CO","Ale"
"747",5,14,"Pumpkin Patch Ale (2012)","Pumpkin Ale","Eddyline Brewery & Restaurant","Buena Vista"," CO","Ale"
"748",5.5,14,"Mountain Fairy Raspberry Wheat","Fruit / Vegetable Beer","Eddyline Brewery & Restaurant","Buena Vista"," CO","Other"
"749",4.5,23,"Boater Beer","German Pilsener","Eddyline Brewery & Restaurant","Buena Vista"," CO","Lager"
"750",7.8,74,"Crank Yanker IPA (2011)","American IPA","Eddyline Brewery & Restaurant","Buena Vista"," CO","Ale"
"751",5.7,37,"Bleeding Buckeye Red Ale","Extra Special / Strong Bitter (ESB)","Elevator Brewing Company","Columbus"," OH","Ale"
"752",4.9,25,"Dottie Seattle Lager","American Amber / Red Lager","Emerald City Beer Company","Seattle"," WA","Lager"
"753",7,29,"Nut Sack Imperial Brown Ale","American Brown Ale","Engine 15 Brewing","Jacksonville Beach"," FL","Ale"
"754",5,13,"Underachiever","American Adjunct Lager","Engine House 9","Tacoma"," WA","Lager"
"755",5.2,6,"Lil' Brainless Raspberries","Fruit / Vegetable Beer","Epic Brewing","Denver"," CO","Other"
"756",5.2,34,"Element 29","American Pale Ale (APA)","Epic Brewing","Denver"," CO","Ale"
"757",5,26,"Hop Syndrome","American Pale Lager","Epic Brewing","Denver"," CO","Lager"
"758",6.2,57,"Escape to Colorado","American IPA","Epic Brewing","Denver"," CO","Ale"
"759",4.3,60,"Little Sister India Style Session Ale","American IPA","Everybody's Brewing","White Salmon"," WA","Ale"
"760",6.2,80,"Country Boy IPA","American IPA","Everybody's Brewing","White Salmon"," WA","Ale"
"761",4.9,23,"Blonde Czich","American Blonde Ale","Evil Czech Brewery","Mishawaka"," IN","Ale"
"762",7,61,"White Reaper","Belgian IPA","Evil Czech Brewery","Mishawaka"," IN","Traditional Germanic"
"763",5.1,28,"Bobblehead","American Pale Wheat Ale","Evil Czech Brewery","Mishawaka"," IN","Ale"
"764",5.2,49,"Lucky Dog","American Pale Ale (APA)","Evil Czech Brewery","Mishawaka"," IN","Ale"
"765",4.8,27,"Voodoo","American Porter","Evil Czech Brewery","Mishawaka"," IN","Ale"
"766",5.4,48,"General George Patton Pilsner","Czech Pilsener","Evil Czech Brewery","Mishawaka"," IN","Lager"
"767",4,80,"Nomader Weiss","Berliner Weissbier","Evil Twin Brewing","Brooklyn"," NY","Traditional Germanic"
"768",8.5,80,"Molotov Lite","American Double / Imperial IPA","Evil Twin Brewing","Brooklyn"," NY","Ale"
"769",5.5,36,"Hipster Ale (Two Roads Brewing)","American Pale Ale (APA)","Evil Twin Brewing","Brooklyn"," NY","Ale"
"770",2.7,31,"Bikini Beer","American IPA","Evil Twin Brewing","Brooklyn"," NY","Ale"
"771",5.5,36,"Hipster Ale (Westbrook Brewing)","American Pale Ale (APA)","Evil Twin Brewing","Brooklyn"," NY","Ale"
"772",5,32,"Iron Horse Pale Ale","American Pale Ale (APA)","Fargo Brewing Company","Fargo"," ND","Ale"
"773",4.5,19,"Stone's Throw IPA","Scottish Ale","Fargo Brewing Company","Fargo"," ND","Ale"
"774",6.7,70,"Wood Chipper India Pale Ale","American IPA","Fargo Brewing Company","Fargo"," ND","Ale"
"775",6.3,55,"Trail Head","American Pale Ale (APA)","Fat Head's Brewery","Middleburg Heights"," OH","Ale"
"776",7,80,"Hop Stalker Fresh Hop IPA","American IPA","Fat Head's Brewery","Middleburg Heights"," OH","Ale"
"777",7,58,"Sudice American Stout","American Stout","Fate Brewing Company","Boulder"," CO","Ale"
"778",5,20,"Parcae Belgian Style Pale Ale","Belgian Pale Ale","Fate Brewing Company","Boulder"," CO","Traditional Germanic"
"779",5,20,"Norns Roggenbier","Roggenbier","Fate Brewing Company","Boulder"," CO","Traditional Germanic"
"780",5,20,"Laimas Kölsch Style Ale","Kölsch","Fate Brewing Company","Boulder"," CO","Traditional Germanic"
"781",7,70,"Moirai India Pale Ale","American IPA","Fate Brewing Company","Boulder"," CO","Ale"
"782",7.5,53,"Loki Red Ale","American Amber / Red Ale","Fearless Brewing Company","Estacada"," OR","Ale"
"783",4.6,14,"Peaches & Cream","Fruit / Vegetable Beer","Fearless Brewing Company","Estacada"," OR","Other"
"784",5.1,61,"Quaff India Style Session Ale","American IPA","Fearless Brewing Company","Estacada"," OR","Ale"
"785",7.5,53,"Loki Red Ale (2013)","American Amber / Red Ale","Fearless Brewing Company","Estacada"," OR","Ale"
"786",6.9,81,"Mjolnir Imperial IPA","American Double / Imperial IPA","Fearless Brewing Company","Estacada"," OR","Ale"
"787",5,14,"Fearless Scottish Ale","Scottish Ale","Fearless Brewing Company","Estacada"," OR","Ale"
"788",8.1,84,"Mastermind","American Double / Imperial IPA","Fiddlehead Brewing Company","Shelburne"," VT","Ale"
"789",8.2,85,"Hyzer Flip","American Double / Imperial IPA","Fiddlehead Brewing Company","Shelburne"," VT","Ale"
"790",8.2,80,"Second Fiddle","American Double / Imperial IPA","Fiddlehead Brewing Company","Shelburne"," VT","Ale"
"791",5.5,30,"Hodad Porter","American Porter","Fiddlehead Brewing Company","Shelburne"," VT","Ale"
"792",4.5,13,"Weiss Weiss Baby","Kristalweizen","Figueroa Mountain Brewing Company","Buellton"," CA","Ale"
"793",5.5,45,"Czech Yo Self","Czech Pilsener","Figueroa Mountain Brewing Company","Buellton"," CA","Lager"
"794",4.8,20,"FMB 101","Kölsch","Figueroa Mountain Brewing Company","Buellton"," CA","Traditional Germanic"
"795",9,102,"Hardcore Chimera","American Double / Imperial IPA","Finch's Beer Company","Chicago"," IL","Ale"
"796",8,80,"Sobek & Set","American Black Ale","Finch's Beer Company","Chicago"," IL","Ale"
"797",8.6,73,"Nuclear Winter","Belgian Strong Dark Ale","Finch's Beer Company","Chicago"," IL","Traditional Germanic"
"798",5,22,"Wet Hot American Wheat Ale","American Pale Wheat Ale","Finch's Beer Company","Chicago"," IL","Ale"
"799",5.3,41,"Secret Stache Stout","American Stout","Finch's Beer Company","Chicago"," IL","Ale"
"800",8,72,"Fascist Pig Ale","American Amber / Red Ale","Finch's Beer Company","Chicago"," IL","Ale"
"801",5.5,54,"Cut Throat Pale Ale","American Pale Ale (APA)","Finch's Beer Company","Chicago"," IL","Ale"
"802",7.5,84,"Threadless IPA","American IPA","Finch's Beer Company","Chicago"," IL","Ale"
"803",5.5,54,"Cut Throat Pale Ale (2011)","American Pale Ale (APA)","Finch's Beer Company","Chicago"," IL","Ale"
"804",4.7,27,"Golden Wing Blonde Ale","American Blonde Ale","Finch's Beer Company","Chicago"," IL","Ale"
"805",4.5,47,"Easy Jack","American IPA","Firestone Walker Brewing Company","Paso Robles"," CA","Ale"
"806",7.5,75,"Union Jack","American IPA","Firestone Walker Brewing Company","Paso Robles"," CA","Ale"
"807",5.3,31,"Pivo Pils","German Pilsener","Firestone Walker Brewing Company","Paso Robles"," CA","Lager"
"808",4.7,16,"805 Blonde Ale","American Blonde Ale","Firestone Walker Brewing Company","Paso Robles"," CA","Ale"
"809",4.7,20,"805","American Blonde Ale","Firestone Walker Brewing Company","Paso Robles"," CA","Ale"
"810",6.5,9,"Deflator","Doppelbock","Flat 12 Bierwerks","Indianapolis"," IN","Traditional Germanic"
"811",5,27,"Hinchtown Hammer Down","American Blonde Ale","Flat 12 Bierwerks","Indianapolis"," IN","Ale"
"812",6,104,"Half Cycle IPA","American IPA","Flat 12 Bierwerks","Indianapolis"," IN","Ale"
"813",NA,NA,"Inclined Plane Ale","American IPA","Flat Rock Brewing Company","Smithton"," PA","Ale"
"814",5.5,36,"Moped Traveler","American Pale Ale (APA)","Flesk Brewing Company","Lombard"," IL","Ale"
"815",7.1,60,"Snake Dog IPA","American IPA","Flying Dog Brewery","Frederick"," MD","Ale"
"816",4.7,28,"Underdog Atlantic Lager","American Pale Lager","Flying Dog Brewery","Frederick"," MD","Lager"
"817",4,13,"Flying Mouse 8","American Porter","Flying Mouse Brewery","Troutville"," VA","Ale"
"818",7,70,"Flying Mouse 4","American IPA","Flying Mouse Brewery","Troutville"," VA","Ale"
"819",7.8,31,"La Ferme Urbaine Farmhouse Ale","Saison / Farmhouse Ale","Foolproof Brewing Company","Pawtucket"," RI","Other"
"820",6,55,"Backyahd IPA","American IPA","Foolproof Brewing Company","Pawtucket"," RI","Ale"
"821",6.5,24,"Raincloud Robust Porter","American Porter","Foolproof Brewing Company","Pawtucket"," RI","Ale"
"822",4.5,7,"Barstool American Golden Ale","American Blonde Ale","Foolproof Brewing Company","Pawtucket"," RI","Ale"
"823",5,18,"What the Butler Saw","Witbier","Forgotten Boardwalk","Cherry Hill"," NJ","Traditional Germanic"
"824",6.9,65,"1916 Shore Shiver","American IPA","Forgotten Boardwalk","Cherry Hill"," NJ","Ale"
"825",5.2,44,"Quick WIT","Belgian Pale Ale","Fort George Brewery","Astoria"," OR","Traditional Germanic"
"826",6.2,88,"The Optimist","American IPA","Fort George Brewery","Astoria"," OR","Ale"
"827",4.5,75,"Suicide Squeeze IPA","American IPA","Fort George Brewery","Astoria"," OR","Ale"
"828",6.5,90,"Java the Hop","American IPA","Fort George Brewery","Astoria"," OR","Ale"
"829",6.2,81,"Next Adventure Black IPA","American Black Ale","Fort George Brewery","Astoria"," OR","Ale"
"830",6.7,91,"3-Way IPA (2013)","American IPA","Fort George Brewery","Astoria"," OR","Ale"
"831",5.8,70,"Tender Loving Empire NWPA","American Pale Ale (APA)","Fort George Brewery","Astoria"," OR","Ale"
"832",5.2,38,"Quick Wit Belgianesque Ale","Witbier","Fort George Brewery","Astoria"," OR","Traditional Germanic"
"833",5.5,67,"Sunrise Oatmeal Pale Ale","American Pale Ale (APA)","Fort George Brewery","Astoria"," OR","Ale"
"834",8.8,81,"Cavatica Stout","American Double / Imperial Stout","Fort George Brewery","Astoria"," OR","Ale"
"835",5.1,54,"1811 Lager","American Amber / Red Lager","Fort George Brewery","Astoria"," OR","Lager"
"836",7.4,97,"Vortex IPA","American IPA","Fort George Brewery","Astoria"," OR","Ale"
"837",NA,NA,"Fort Pitt Ale","American Amber / Red Ale","Fort Pitt Brewing Company","Latrobe"," PA","Ale"
"838",4.7,19,"Park","American Pale Wheat Ale","Fort Point Beer Company","San Francisco"," CA","Ale"
"839",5.6,16,"Westfalia","American Amber / Red Ale","Fort Point Beer Company","San Francisco"," CA","Ale"
"840",4.6,17,"KSA","Kölsch","Fort Point Beer Company","San Francisco"," CA","Traditional Germanic"
"841",6.3,42,"Villager","American IPA","Fort Point Beer Company","San Francisco"," CA","Ale"
"842",8.5,50,"Dirty Bastard","Scotch Ale / Wee Heavy","Founders Brewing Company","Grand Rapids"," MI","Ale"
"843",7.2,65,"Centennial IPA","American IPA","Founders Brewing Company","Grand Rapids"," MI","Ale"
"844",4.7,42,"All Day IPA","American IPA","Founders Brewing Company","Grand Rapids"," MI","Ale"
"845",7.6,73,"El Chingon IPA","American IPA","Four Corners Brewing Company","Dallas"," TX","Ale"
"846",5.7,40,"Block Party Robust Porter","American Porter","Four Corners Brewing Company","Dallas"," TX","Ale"
"847",5.2,20,"Local Buzz","American Blonde Ale","Four Corners Brewing Company","Dallas"," TX","Ale"
"848",5.5,52,"Feel Like Maplin' Love","Oatmeal Stout","Four Fathers Brewing ","Valparaiso"," IN","Ale"
"849",5,43,"Father's Beer","Belgian Pale Ale","Four Fathers Brewing ","Valparaiso"," IN","Traditional Germanic"
"850",6,87,"The 26th","American IPA","Four Fathers Brewing ","Valparaiso"," IN","Ale"
"851",6.4,90,"The Gadget","American IPA","Four Fathers Brewing ","Valparaiso"," IN","Ale"
"852",4,19,"Leprechaun Lager","American Pale Lager","Four Horsemen Brewing Company","South Bend"," IN","Lager"
"853",5.2,17,"Sunbru Kölsch","Kölsch","Four Peaks Brewing Company","Tempe"," AZ","Traditional Germanic"
"854",6,21,"Kilt Lifter Scottish-Style Ale","Other","Four Peaks Brewing Company","Tempe"," AZ","Other"
"855",5.1,16,"Pumpkin Porter","American Porter","Four Peaks Brewing Company","Tempe"," AZ","Ale"
"856",4.2,9,"Four Peaks Peach Ale","Fruit / Vegetable Beer","Four Peaks Brewing Company","Tempe"," AZ","Other"
"857",6.7,47,"Hop Knot IPA","American IPA","Four Peaks Brewing Company","Tempe"," AZ","Ale"
"858",6,21,"Kilt Lifter Scottish-Style Ale (2009)","Scottish Ale","Four Peaks Brewing Company","Tempe"," AZ","Ale"
"859",5.2,20,"Sunbru Kölsch","Kölsch","Four Peaks Brewing Company","Tempe"," AZ","Traditional Germanic"
"860",6,33,"Four String Vanilla Porter","American Porter","Four String Brewing Company","Columbus"," OH","Ale"
"861",5,28,"Suncaster Summer Wheat","American Pale Wheat Ale","Four String Brewing Company","Columbus"," OH","Ale"
"862",5.7,36,"Brass Knuckle Pale Ale","American Pale Ale (APA)","Four String Brewing Company","Columbus"," OH","Ale"
"863",7,70,"Big Star White IPA","American White IPA","Four String Brewing Company","Columbus"," OH","Ale"
"864",5.6,33,"Old Detroit","American Amber / Red Ale","Frankenmuth Brewery","Frankenmuth"," MI","Ale"
"865",6.9,69,"Batch 69 IPA","American IPA","Frankenmuth Brewery","Frankenmuth"," MI","Ale"
"866",5.5,18,"Twisted Helles Summer Lager","Munich Helles Lager","Frankenmuth Brewery","Frankenmuth"," MI","Lager"
"867",5.3,27,"OktoberFiesta","Other","Freetail Brewing Company","San Antonio"," TX","Other"
"868",6.5,33,"Texicali ","American Brown Ale","Freetail Brewing Company","San Antonio"," TX","Ale"
"869",6,24,"Pinata Protest","Witbier","Freetail Brewing Company","San Antonio"," TX","Traditional Germanic"
"870",4.2,20,"Bat Outta Helles","Munich Helles Lager","Freetail Brewing Company","San Antonio"," TX","Lager"
"871",6.8,46,"Original","American Amber / Red Ale","Freetail Brewing Company","San Antonio"," TX","Ale"
"872",4.2,10,"Rye Wit","Witbier","Freetail Brewing Company","San Antonio"," TX","Traditional Germanic"
"873",5.9,70,"Soul Doubt","American IPA","Freetail Brewing Company","San Antonio"," TX","Ale"
"874",4.4,5,"Yo Soy Un Berliner","Berliner Weissbier","Freetail Brewing Company","San Antonio"," TX","Traditional Germanic"
"875",4,47,"77 Fremont Select Spring Session IPA","American IPA","Fremont Brewing Company","Seattle"," WA","Ale"
"876",4.5,36,"Fremont Organic Pale Ale","American Pale Ale (APA)","Fremont Brewing Company","Seattle"," WA","Ale"
"877",8,48,"Abominable Ale","English Strong Ale","Fremont Brewing Company","Seattle"," WA","Ale"
"878",6.5,35,"Harvest Ale","Saison / Farmhouse Ale","Fremont Brewing Company","Seattle"," WA","Other"
"879",6.5,45,"Fremont Summer Ale","American Pale Ale (APA)","Fremont Brewing Company","Seattle"," WA","Ale"
"880",5.6,30,"Universale Pale Ale","American Pale Ale (APA)","Fremont Brewing Company","Seattle"," WA","Ale"
"881",6.5,80,"Interurban IPA","American IPA","Fremont Brewing Company","Seattle"," WA","Ale"
"882",5.3,32,"Gateway Kolsch Style Ale","Kölsch","French Broad Brewery","Asheville"," NC","Traditional Germanic"
"883",7,24,"Wee-Heavy-Er Scotch Ale","Scotch Ale / Wee Heavy","French Broad Brewery","Asheville"," NC","Ale"
"884",5.2,42,"13 Rebels ESB","Extra Special / Strong Bitter (ESB)","French Broad Brewery","Asheville"," NC","Ale"
"885",7,73,"Salamander Slam","American IPA","Frog Level Brewing Company","Waynesville"," NC","Ale"
"886",5,33,"Cack-A-Lacky","American Pale Ale (APA)","Fullsteam Brewery","Durham"," NC","Ale"
"887",7.2,50,"No Wake IPA","American IPA","Geneva Lake Brewing Company","Lake Geneva"," WI","Ale"
"888",4.9,15,"Boathouse Blonde","American Blonde Ale","Geneva Lake Brewing Company","Lake Geneva"," WI","Ale"
"889",5,26,"Cedar Point","American Amber / Red Ale","Geneva Lake Brewing Company","Lake Geneva"," WI","Ale"
"890",6.7,70,"Clean Shave IPA","American IPA","Glabrous Brewing Company","Pineland"," ME","Ale"
"891",7.2,75,"Might As Well IPL","American Pale Lager","Golden Road Brewing","Los Angeles"," CA","Lager"
"892",5.8,35,"Saison Pamplemousse","Saison / Farmhouse Ale","Golden Road Brewing","Los Angeles"," CA","Other"
"893",7.4,74,"2020 IPA","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"894",8,70,"Wolf Among Weeds IPA","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"895",9.4,92,"Better Weather IPA","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"896",5.9,60,"Point the Way IPA","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"897",4.6,15,"Golden Road Hefeweizen","Hefeweizen","Golden Road Brewing","Los Angeles"," CA","Traditional Germanic"
"898",6.8,65,"Heal the Bay IPA","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"899",5.9,60,"Point the Way IPA","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"900",5,25,"Cabrillo Kölsch","Kölsch","Golden Road Brewing","Los Angeles"," CA","Traditional Germanic"
"901",5.5,20,"Get Up Offa That Brown","American Brown Ale","Golden Road Brewing","Los Angeles"," CA","Ale"
"902",8,70,"Burning Bush Smoked IPA","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"903",8,70,"Wolf Among Weeds IPA (2012)","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"904",5.9,60,"Point the Way IPA (2012)","American IPA","Golden Road Brewing","Los Angeles"," CA","Ale"
"905",4.6,15,"Golden Road Hefeweizen (2012)","Hefeweizen","Golden Road Brewing","Los Angeles"," CA","Traditional Germanic"
"906",7,11,"Vanilla Porter","American Porter","Gonzo's BiggDogg Brewing","Kalamazoo"," MI","Ale"
"907",7,70,"Descender IPA","American IPA","Good Life Brewing Company","Bend"," OR","Ale"
"908",6,18,"Sweet As Pacific Ale","American Pale Wheat Ale","Good Life Brewing Company","Bend"," OR","Ale"
"909",5.6,36,"Good People Pale Ale","American Pale Ale (APA)","Good People Brewing Company","Birmingham"," AL","Ale"
"910",9.3,103,"Snake Handler Double IPA","American Double / Imperial IPA","Good People Brewing Company","Birmingham"," AL","Ale"
"911",6,54,"Coffee Oatmeal Stout","Oatmeal Stout","Good People Brewing Company","Birmingham"," AL","Ale"
"912",6,64,"Good People IPA","American IPA","Good People Brewing Company","Birmingham"," AL","Ale"
"913",5.8,36,"Good People American Brown Ale","American Brown Ale","Good People Brewing Company","Birmingham"," AL","Ale"
"914",5.5,40,"Mountain Rescue Pale Ale","American Pale Ale (APA)","Goodlife Brewing Co.","Bend"," OR","Ale"
"915",5.9,55,"Goose Island India Pale Ale","American IPA","Goose Island Brewery Company","Chicago"," IL","Ale"
